#
# Copyright (c) 2024 Bitdefender
# SPDX-License-Identifier: Apache-2.0
#

# ADD
ADD             ; Eb,Gb         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x00 /r           ; s:APX_F, t:ARITH, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:ARITH
SHL{NF}         ; Ev,CL         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0xD3 /4           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SHL{ND}         ; Bb,Eb,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xC0 /4 ib        ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT
SHL{ND}         ; Bv,Ev,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xC1 /4 ib        ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SHL{ND}         ; Bv,Ev,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0xC1 /4 ib        ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SHL{ND}         ; Bb,Eb,1       ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD0 /4           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT
SHL{ND}         ; Bv,Ev,1       ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD1 /4           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SHL{ND}         ; Bv,Ev,1       ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0xD1 /4           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SHL{ND}         ; Bb,Eb,CL      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD2 /4           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT
SHL{ND}         ; Bv,Ev,CL      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD3 /4           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SHL{ND}         ; Bv,Ev,CL      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0xD3 /4           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SHL{ND}{NF}     ; Bb,Eb,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xC0 /4 ib        ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT 
SHL{ND}{NF}     ; Bv,Ev,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xC1 /4 ib        ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SHL{ND}{NF}     ; Bv,Ev,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0xC1 /4 ib        ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
SHL{ND}{NF}     ; Bb,Eb,1       ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xD0 /4           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT 
SHL{ND}{NF}     ; Bv,Ev,1       ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xD1 /4           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
SHL{ND}{NF}     ; Bv,Ev,1       ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0xD1 /4           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SHL{ND}{NF}     ; Bb,Eb,CL      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xD2 /4           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT 
SHL{ND}{NF}     ; Bv,Ev,CL      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xD3 /4           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
SHL{ND}{NF}     ; Bv,Ev,CL      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0xD3 /4           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE 


# SHR
SHR             ; Eb,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xC0 /5 ib        ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT
SHR             ; Ev,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xC1 /5 ib        ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SHR             ; Ev,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0xC1 /5 ib        ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SHR             ; Eb,1          ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xD0 /5           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT
SHR             ; Ev,1          ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xD1 /5           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SHR             ; Ev,1          ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0xD1 /5           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SHR             ; Eb,CL         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xD2 /5           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT
SHR             ; Ev,CL         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xD3 /5           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SHR             ; Ev,CL         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0xD3 /5           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SHR{NF}         ; Eb,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xC0 /5 ib        ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT
SHR{NF}         ; Ev,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xC1 /5 ib        ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SHR{NF}         ; Ev,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0xC1 /5 ib        ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
SHR{NF}         ; Eb,1          ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xD0 /5           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT 
SHR{NF}         ; Ev,1          ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xD1 /5           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
SHR{NF}         ; Ev,1          ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0xD1 /5           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SHR{NF}         ; Eb,CL         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xD2 /5           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT 
SHR{NF}         ; Ev,CL         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xD3 /5           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
SHR{NF}         ; Ev,CL         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0xD3 /5           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SHR{ND}         ; Bb,Eb,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xC0 /5 ib        ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT
SHR{ND}         ; Bv,Ev,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xC1 /5 ib        ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SHR{ND}         ; Bv,Ev,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0xC1 /5 ib        ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SHR{ND}         ; Bb,Eb,1       ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD0 /5           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT
SHR{ND}         ; Bv,Ev,1       ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD1 /5           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SHR{ND}         ; Bv,Ev,1       ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0xD1 /5           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SHR{ND}         ; Bb,Eb,CL      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD2 /5           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT
SHR{ND}         ; Bv,Ev,CL      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD3 /5           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SHR{ND}         ; Bv,Ev,CL      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0xD3 /5           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SHR{ND}{NF}     ; Bb,Eb,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xC0 /5 ib        ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT 
SHR{ND}{NF}     ; Bv,Ev,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xC1 /5 ib        ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SHR{ND}{NF}     ; Bv,Ev,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0xC1 /5 ib        ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
SHR{ND}{NF}     ; Bb,Eb,1       ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xD0 /5           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT 
SHR{ND}{NF}     ; Bv,Ev,1       ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xD1 /5           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
SHR{ND}{NF}     ; Bv,Ev,1       ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0xD1 /5           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SHR{ND}{NF}     ; Bb,Eb,CL      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xD2 /5           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT 
SHR{ND}{NF}     ; Bv,Ev,CL      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xD3 /5           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
SHR{ND}{NF}     ; Bv,Ev,CL      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0xD3 /5           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE 


# SAL
SAL             ; Eb,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xC0 /6 ib        ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT
SAL             ; Ev,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xC1 /6 ib        ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SAL             ; Ev,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0xC1 /6 ib        ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SAL             ; Eb,1          ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xD0 /6           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT
SAL             ; Ev,1          ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xD1 /6           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SAL             ; Ev,1          ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0xD1 /6           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SAL             ; Eb,CL         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xD2 /6           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT
SAL             ; Ev,CL         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xD3 /6           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SAL             ; Ev,CL         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0xD3 /6           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SAL{NF}         ; Eb,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xC0 /6 ib        ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT
SAL{NF}         ; Ev,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xC1 /6 ib        ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SAL{NF}         ; Ev,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0xC1 /6 ib        ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
SAL{NF}         ; Eb,1          ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xD0 /6           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT 
SAL{NF}         ; Ev,1          ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xD1 /6           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
SAL{NF}         ; Ev,1          ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0xD1 /6           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SAL{NF}         ; Eb,CL         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xD2 /6           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT 
SAL{NF}         ; Ev,CL         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xD3 /6           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
SAL{NF}         ; Ev,CL         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0xD3 /6           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SAL{ND}         ; Bb,Eb,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xC0 /6 ib        ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT
SAL{ND}         ; Bv,Ev,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xC1 /6 ib        ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SAL{ND}         ; Bv,Ev,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0xC1 /6 ib        ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SAL{ND}         ; Bb,Eb,1       ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD0 /6           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT
SAL{ND}         ; Bv,Ev,1       ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD1 /6           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SAL{ND}         ; Bv,Ev,1       ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0xD1 /6           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SAL{ND}         ; Bb,Eb,CL      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD2 /6           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT
SAL{ND}         ; Bv,Ev,CL      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD3 /6           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SAL{ND}         ; Bv,Ev,CL      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0xD3 /6           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SAL{ND}{NF}     ; Bb,Eb,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xC0 /6 ib        ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT 
SAL{ND}{NF}     ; Bv,Ev,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xC1 /6 ib        ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SAL{ND}{NF}     ; Bv,Ev,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0xC1 /6 ib        ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
SAL{ND}{NF}     ; Bb,Eb,1       ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xD0 /6           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT 
SAL{ND}{NF}     ; Bv,Ev,1       ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xD1 /6           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
SAL{ND}{NF}     ; Bv,Ev,1       ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0xD1 /6           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SAL{ND}{NF}     ; Bb,Eb,CL      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xD2 /6           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT 
SAL{ND}{NF}     ; Bv,Ev,CL      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xD3 /6           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE
SAL{ND}{NF}     ; Bv,Ev,CL      ;        ; evex m:4 l:0 nd:1 nf:1 p:1 0xD3 /6           ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT, a:SCALABLE 


# SAR
SAR             ; Eb,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xC0 /7 ib        ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT
SAR             ; Ev,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xC1 /7 ib        ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SAR             ; Ev,Ib         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0xC1 /7 ib        ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SAR             ; Eb,1          ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xD0 /7           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT
SAR             ; Ev,1          ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xD1 /7           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SAR             ; Ev,1          ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0xD1 /7           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SAR             ; Eb,CL         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xD2 /7           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT
SAR             ; Ev,CL         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0xD3 /7           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SAR             ; Ev,CL         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:1 0xD3 /7           ; s:APX_F, t:SHIFT, w:RW|R|RW,  v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SAR{NF}         ; Eb,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xC0 /7 ib        ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT
SAR{NF}         ; Ev,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xC1 /7 ib        ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SAR{NF}         ; Ev,Ib         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0xC1 /7 ib        ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
SAR{NF}         ; Eb,1          ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xD0 /7           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT 
SAR{NF}         ; Ev,1          ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xD1 /7           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
SAR{NF}         ; Ev,1          ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0xD1 /7           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SAR{NF}         ; Eb,CL         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xD2 /7           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT 
SAR{NF}         ; Ev,CL         ;        ; evex m:4 l:0 nd:0 nf:1 p:0 0xD3 /7           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE
SAR{NF}         ; Ev,CL         ;        ; evex m:4 l:0 nd:0 nf:1 p:1 0xD3 /7           ; s:APX_F, t:SHIFT, w:RW|R,     v:legacy, e:APX_EVEX_INT, a:SCALABLE 
SAR{ND}         ; Bb,Eb,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xC0 /7 ib        ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT
SAR{ND}         ; Bv,Ev,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xC1 /7 ib        ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SAR{ND}         ; Bv,Ev,Ib      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0xC1 /7 ib        ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SAR{ND}         ; Bb,Eb,1       ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD0 /7           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT
SAR{ND}         ; Bv,Ev,1       ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD1 /7           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SAR{ND}         ; Bv,Ev,1       ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0xD1 /7           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SAR{ND}         ; Bb,Eb,CL      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD2 /7           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT
SAR{ND}         ; Bv,Ev,CL      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:0 0xD3 /7           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE
SAR{ND}         ; Bv,Ev,CL      ; Fv     ; evex m:4 l:0 nd:1 nf:0 p:1 0xD3 /7           ; s:APX_F, t:SHIFT, w:W|R|R|RW, v:legacy, e:APX_EVEX_INT, f:SHIFT, a:SCALABLE 
SAR{ND}{NF}     ; Bb,Eb,Ib      ;        ; evex m:4 l:0 nd:1 nf:1 p:0 0xC0 /7 ib        ; s:APX_F, t:SHIFT, w:W|R|R,    v:legacy, e:APX_EVEX_INT 
